Rank,Player,Weekly Salary,Pos.,Age,Status,Length (Yrs),2018-19 Salary,2019-20 Salary,2020-21 Salary,2021-22 Salary,2022-23 Salary,2023-24 Salary,2024-25 Salary,Club
137,Niklas Moisander (http://www.capology.com/soccer/player/niklas-moisander/salary-profile/),"€43,345",CB,33,Starter,3,"€2,253,963","€2,253,963","€2,253,963",€0,€0,€0,€0,Werder Bremen
138,Péter Gulácsi (http://www.capology.com/soccer/player/peter-gulacsi/salary-profile/),"€43,345",GK,28,Starter,4,"€2,253,963","€2,253,963","€2,253,963","€2,253,963",€0,€0,€0,Leipzig
139,Robin Knoche (http://www.capology.com/soccer/player/robin-knoche/salary-profile/),"€43,345",CB,26,Starter,2,"€2,253,963","€2,253,963",€0,€0,€0,€0,€0,Wolfsburg
140,Rune Jarstein (http://www.capology.com/soccer/player/rune-jarstein/salary-profile/),"€43,345",GK,34,Starter,3,"€2,253,963","€2,253,963","€2,253,963",€0,€0,€0,€0,Hertha Berlin
141,Stefan Ilsanker (http://www.capology.com/soccer/player/stefan-ilsanker/salary-profile/),"€43,345",DM,29,Reserve,2,"€2,253,963","€2,253,963",€0,€0,€0,€0,€0,Leipzig
142,Vincenzo Grifo (http://www.capology.com/soccer/player/vincenzo-grifo/salary-profile/),"€43,345",LW,26,Starter,1,"€2,253,963",€0,€0,€0,€0,€0,€0,Freiburg
143,Yuya Osako (http://www.capology.com/soccer/player/yuya-osako/salary-profile/),"€43,345",SS,28,Reserve,4,"€2,253,963","€2,253,963","€2,253,963","€2,253,963",€0,€0,€0,Werder Bremen
144,Benjamin Stambouli (http://www.capology.com/soccer/player/benjamin-stambouli/salary-profile/),"€42,976",CB,28,Reserve,2,"€2,234,737","€2,234,737",€0,€0,€0,€0,€0,Schalke 04
145,Jetro Willems (http://www.capology.com/soccer/player/jetro-willems/salary-profile/),"€42,976",LB,25,Reserve,3,"€2,234,737","€2,234,737","€2,234,737",€0,€0,€0,€0,Eintracht Frankfurt
146,Pirmin Schwegler (http://www.capology.com/soccer/player/pirmin-schwegler/salary-profile/),"€42,976",DM,32,Reserve,2,"€2,234,737","€2,234,737",€0,€0,€0,€0,€0,Hannover
147,Raphaël Guerreiro (http://www.capology.com/soccer/player/raphael-guerreiro/salary-profile/),"€42,976",LB,25,Starter,2,"€2,234,737","€2,234,737",€0,€0,€0,€0,€0,Borussia Dortmund
148,Tony Jantschke (http://www.capology.com/soccer/player/tony-jantschke/salary-profile/),"€42,976",CB,29,Reserve,3,"€2,234,737","€2,234,737","€2,234,737",€0,€0,€0,€0,Mönchengladbach
149,William (http://www.capology.com/soccer/player/william/salary-profile/),"€42,976",RB,24,Starter,4,"€2,234,737","€2,234,737","€2,234,737","€2,234,737",€0,€0,€0,Wolfsburg
150,André Hahn (http://www.capology.com/soccer/player/andre-hahn/salary-profile/),"€39,148",RW,28,Reserve,4,"€2,035,692","€2,035,692","€2,035,692","€2,035,692",€0,€0,€0,Augsburg
151,Emiliano Insúa (http://www.capology.com/soccer/player/emiliano-insua/salary-profile/),"€39,148",LB,30,Starter,2,"€2,035,692","€2,035,692",€0,€0,€0,€0,€0,Stuttgart
152,Josip Brekalo (http://www.capology.com/soccer/player/josip-brekalo/salary-profile/),"€39,148",LW,20,Starter,5,"€2,035,692","€2,035,692","€2,035,692","€2,035,692","€2,035,692",€0,€0,Wolfsburg
153,Michael Lang (http://www.capology.com/soccer/player/michael-lang/salary-profile/),"€38,213",RB,28,Reserve,4,"€1,987,062","€1,987,062","€1,987,062","€1,987,062",€0,€0,€0,Mönchengladbach
154,Reiss Nelson (http://www.capology.com/soccer/player/reiss-nelson/salary-profile/),"€37,799",RW,19,Reserve,1,"€1,965,574",€0,€0,€0,€0,€0,€0,Hoffenheim
155,Filip Kostic (http://www.capology.com/soccer/player/filip-kostic/salary-profile/),"€36,973",LW,26,Starter,2,"€1,922,598","€1,922,598",€0,€0,€0,€0,€0,Eintracht Frankfurt
156,Bobby Wood (http://www.capology.com/soccer/player/bobby-wood/salary-profile/),"€34,798",CF,26,Reserve,1,"€1,809,504",€0,€0,€0,€0,€0,€0,Hannover
157,Thorgan Hazard (http://www.capology.com/soccer/player/thorgan-hazard/salary-profile/),"€34,798",LW,26,Starter,2,"€1,809,504","€1,809,504",€0,€0,€0,€0,€0,Mönchengladbach
158,Amine Harit (http://www.capology.com/soccer/player/amine-harit/salary-profile/),"€32,623",AM,21,Reserve,3,"€1,696,410","€1,696,410","€1,696,410",€0,€0,€0,€0,Schalke 04
159,Andreas Beck (http://www.capology.com/soccer/player/andreas-beck/salary-profile/),"€32,623",RB,32,Starter,1,"€1,696,410",€0,€0,€0,€0,€0,€0,Stuttgart
160,Aron Jóhannsson (http://www.capology.com/soccer/player/aron-johannsson/salary-profile/),"€32,623",CF,28,Reserve,1,"€1,696,410",€0,€0,€0,€0,€0,€0,Werder Bremen
161,Dennis Aogo (http://www.capology.com/soccer/player/dennis-aogo/salary-profile/),"€32,623",LB,32,Reserve,1,"€1,696,410",€0,€0,€0,€0,€0,€0,Stuttgart
162,Genki Haraguchi (http://www.capology.com/soccer/player/genki-haraguchi/salary-profile/),"€32,623",LW,27,Starter,3,"€1,696,410","€1,696,410","€1,696,410",€0,€0,€0,€0,Hannover
163,Ishak Belfodil (http://www.capology.com/soccer/player/ishak-belfodil/salary-profile/),"€32,623",SS,27,Starter,4,"€1,696,410","€1,696,410","€1,696,410","€1,696,410",€0,€0,€0,Hoffenheim
164,Jonathan de Guzmán (http://www.capology.com/soccer/player/jonathan-de-guzman/salary-profile/),"€32,623",CM,31,Reserve,2,"€1,696,410","€1,696,410",€0,€0,€0,€0,€0,Eintracht Frankfurt
165,Jérôme Roussillon (http://www.capology.com/soccer/player/jerome-roussillon/salary-profile/),"€32,623",LB,26,Starter,4,"€1,696,410","€1,696,410","€1,696,410","€1,696,410",€0,€0,€0,Wolfsburg
166,Koen Casteels (http://www.capology.com/soccer/player/koen-casteels/salary-profile/),"€32,623",GK,26,Starter,3,"€1,696,410","€1,696,410","€1,696,410",€0,€0,€0,€0,Wolfsburg
167,Marcel Tisserand (http://www.capology.com/soccer/player/marcel-tisserand/salary-profile/),"€32,623",CB,26,Reserve,4,"€1,696,410","€1,696,410","€1,696,410","€1,696,410",€0,€0,€0,Wolfsburg
168,Marcelo Saracchi (http://www.capology.com/soccer/player/marcelo-saracchi/salary-profile/),"€32,623",LB,20,Reserve,5,"€1,696,410","€1,696,410","€1,696,410","€1,696,410","€1,696,410",€0,€0,Leipzig
169,Nico Elvedi (http://www.capology.com/soccer/player/nico-elvedi/salary-profile/),"€32,623",CB,22,Starter,3,"€1,696,410","€1,696,410","€1,696,410",€0,€0,€0,€0,Mönchengladbach
170,Oscar Wendt (http://www.capology.com/soccer/player/oscar-wendt/salary-profile/),"€32,623",LB,33,Starter,2,"€1,696,410","€1,696,410",€0,€0,€0,€0,€0,Mönchengladbach
171,Pablo Maffeo (http://www.capology.com/soccer/player/pablo-maffeo/salary-profile/),"€32,623",RB,21,Reserve,5,"€1,696,410","€1,696,410","€1,696,410","€1,696,410","€1,696,410",€0,€0,Stuttgart
172,Paul Verhaegh (http://www.capology.com/soccer/player/paul-verhaegh/salary-profile/),"€32,623",RB,35,Reserve,1,"€1,696,410",€0,€0,€0,€0,€0,€0,Wolfsburg
173,Paulinho (http://www.capology.com/soccer/player/paulinho/salary-profile/),"€32,623",LW,18,Reserve,5,"€1,696,410","€1,696,410","€1,696,410","€1,696,410","€1,696,410",€0,€0,Bayer Leverkusen
174,Renato Sanches (http://www.capology.com/soccer/player/renato-sanches/salary-profile/),"€32,623",CM,21,Reserve,3,"€1,696,410","€1,696,410","€1,696,410",€0,€0,€0,€0,Bayern Munich
175,Renato Steffen (http://www.capology.com/soccer/player/renato-steffen/salary-profile/),"€32,623",RW,27,Starter,3,"€1,696,410","€1,696,410","€1,696,410",€0,€0,€0,€0,Wolfsburg
176,René Adler (http://www.capology.com/soccer/player/rene-adler/salary-profile/),"€32,623",GK,34,Reserve,1,"€1,696,410",€0,€0,€0,€0,€0,€0,Mainz
177,Ron-Robert Zieler (http://www.capology.com/soccer/player/ron-robert-zieler/salary-profile/),"€32,623",GK,30,Starter,2,"€1,696,410","€1,696,410",€0,€0,€0,€0,€0,Stuttgart
178,Suat Serdar (http://www.capology.com/soccer/player/suat-serdar/salary-profile/),"€32,623",CM,22,Starter,4,"€1,696,410","€1,696,410","€1,696,410","€1,696,410",€0,€0,€0,Schalke 04
179,Sébastien Haller (http://www.capology.com/soccer/player/sebastien-haller/salary-profile/),"€32,623",CF,24,Starter,3,"€1,696,410","€1,696,410","€1,696,410",€0,€0,€0,€0,Eintracht Frankfurt
180,Theodor Gebre Selassie (http://www.capology.com/soccer/player/theodor-gebre-selassie/salary-profile/),"€32,623",RB,32,Starter,2,"€1,696,410","€1,696,410",€0,€0,€0,€0,€0,Werder Bremen
181,Yvon Mvogo (http://www.capology.com/soccer/player/yvon-mvogo/salary-profile/),"€32,623",GK,24,Reserve,3,"€1,696,410","€1,696,410","€1,696,410",€0,€0,€0,€0,Leipzig
182,Achraf Hakimi (http://www.capology.com/soccer/player/achraf-hakimi/salary-profile/),"€32,515",RB,20,Reserve,2,"€1,690,755","€1,690,755",€0,€0,€0,€0,€0,Borussia Dortmund
183,Alexandru Maxim (http://www.capology.com/soccer/player/alexandru-maxim/salary-profile/),"€32,515",AM,28,Reserve,3,"€1,690,755","€1,690,755","€1,690,755",€0,€0,€0,€0,Mainz
184,Christian Pulisic (http://www.capology.com/soccer/player/christian-pulisic/salary-profile/),"€32,515",RW,20,Reserve,2,"€1,690,755","€1,690,755",€0,€0,€0,€0,€0,Borussia Dortmund
185,Davie Selke (http://www.capology.com/soccer/player/davie-selke/salary-profile/),"€32,515",CF,24,Starter,4,"€1,690,755","€1,690,755","€1,690,755","€1,690,755",€0,€0,€0,Hertha Berlin
186,Dominik Kohr (http://www.capology.com/soccer/player/dominik-kohr/salary-profile/),"€32,515",CM,25,Reserve,3,"€1,690,755","€1,690,755","€1,690,755",€0,€0,€0,€0,Bayer Leverkusen
187,Jonas Hofmann (http://www.capology.com/soccer/player/jonas-hofmann/salary-profile/),"€32,515",CM,26,Reserve,2,"€1,690,755","€1,690,755",€0,€0,€0,€0,€0,Mönchengladbach
188,Kai Havertz (http://www.capology.com/soccer/player/kai-havertz/salary-profile/),"€32,515",AM,19,Starter,4,"€1,690,755","€1,690,755","€1,690,755","€1,690,755",€0,€0,€0,Bayer Leverkusen
189,Lukas Klostermann (http://www.capology.com/soccer/player/lukas-klostermann/salary-profile/),"€32,515",RB,22,Starter,3,"€1,690,755","€1,690,755","€1,690,755",€0,€0,€0,€0,Leipzig
190,Marvin Plattenhardt (http://www.capology.com/soccer/player/marvin-plattenhardt/salary-profile/),"€32,515",LB,27,Reserve,5,"€1,690,755","€1,690,755","€1,690,755","€1,690,755","€1,690,755",€0,€0,Hertha Berlin
191,Matheus Cunha (http://www.capology.com/soccer/player/matheus-cunha/salary-profile/),"€32,515",CF,19,Reserve,5,"€1,690,755","€1,690,755","€1,690,755","€1,690,755","€1,690,755",€0,€0,Leipzig
192,Matthias Ostrzolek (http://www.capology.com/soccer/player/matthias-ostrzolek/salary-profile/),"€32,515",LB,28,Starter,2,"€1,690,755","€1,690,755",€0,€0,€0,€0,€0,Hannover
193,Michaël Cuisance (http://www.capology.com/soccer/player/michael-cuisance/salary-profile/),"€32,515",CM,19,Reserve,5,"€1,690,755","€1,690,755","€1,690,755","€1,690,755","€1,690,755",€0,€0,Mönchengladbach
194,Nadiem Amiri (http://www.capology.com/soccer/player/nadiem-amiri/salary-profile/),"€32,515",AM,22,Starter,2,"€1,690,755","€1,690,755",€0,€0,€0,€0,€0,Hoffenheim
195,Oliver Sorg (http://www.capology.com/soccer/player/oliver-sorg/salary-profile/),"€32,515",RB,28,Reserve,1,"€1,690,755",€0,€0,€0,€0,€0,€0,Hannover
196,Tin Jedvaj (http://www.capology.com/soccer/player/tin-jedvaj/salary-profile/),"€32,515",CB,23,Reserve,5,"€1,690,755","€1,690,755","€1,690,755","€1,690,755","€1,690,755",€0,€0,Bayer Leverkusen
197,Marko Grujic (http://www.capology.com/soccer/player/marko-grujic/salary-profile/),"€31,492",CM,22,Starter,1,"€1,637,601",€0,€0,€0,€0,€0,€0,Hertha Berlin
198,Markus Suttner (http://www.capology.com/soccer/player/markus-suttner/salary-profile/),"€31,492",LB,31,Starter,1,"€1,637,601",€0,€0,€0,€0,€0,€0,Düsseldorf
199,David Abraham (http://www.capology.com/soccer/player/david-abraham/salary-profile/),"€30,448",CB,32,Starter,3,"€1,583,316","€1,583,316","€1,583,316",€0,€0,€0,€0,Eintracht Frankfurt
200,Nico Schulz (http://www.capology.com/soccer/player/nico-schulz/salary-profile/),"€28,274",LB,26,Starter,3,"€1,470,222","€1,470,222","€1,470,222",€0,€0,€0,€0,Hoffenheim
201,Anthony Ujah (http://www.capology.com/soccer/player/anthony-ujah/salary-profile/),"€26,099",CF,28,Reserve,3,"€1,357,128","€1,357,128","€1,357,128",€0,€0,€0,€0,Mainz
202,Benjamin Pavard (http://www.capology.com/soccer/player/benjamin-pavard/salary-profile/),"€26,099",CB,23,Starter,3,"€1,357,128","€1,357,128","€1,357,128",€0,€0,€0,€0,Stuttgart
203,Gelson Fernandes (http://www.capology.com/soccer/player/gelson-fernandes/salary-profile/),"€26,099",DM,32,Reserve,2,"€1,357,128","€1,357,128",€0,€0,€0,€0,€0,Eintracht Frankfurt
204,Ja-cheol Koo (http://www.capology.com/soccer/player/ja-cheol-koo/salary-profile/),"€26,099",AM,30,Reserve,1,"€1,357,128",€0,€0,€0,€0,€0,€0,Augsburg
205,Jonathan Schmid (http://www.capology.com/soccer/player/jonathan-schmid/salary-profile/),"€26,099",RB,28,Starter,2,"€1,357,128","€1,357,128",€0,€0,€0,€0,€0,Augsburg
206,Joshua Brenet (http://www.capology.com/soccer/player/joshua-brenet/salary-profile/),"€26,099",LB,25,Reserve,4,"€1,357,128","€1,357,128","€1,357,128","€1,357,128",€0,€0,€0,Hoffenheim
207,Karim Rekik (http://www.capology.com/soccer/player/karim-rekik/salary-profile/),"€26,099",CB,24,Starter,3,"€1,357,128","€1,357,128","€1,357,128",€0,€0,€0,€0,Hertha Berlin
208,Martin Hinteregger (http://www.capology.com/soccer/player/martin-hinteregger/salary-profile/),"€26,099",CB,26,Starter,1,"€1,357,128",€0,€0,€0,€0,€0,€0,Eintracht Frankfurt
209,Kasim Adams (http://www.capology.com/soccer/player/kasim-adams/salary-profile/),"€26,012",CB,23,Starter,5,"€1,352,604","€1,352,604","€1,352,604","€1,352,604","€1,352,604",€0,€0,Hoffenheim
210,Niklas Stark (http://www.capology.com/soccer/player/niklas-stark/salary-profile/),"€26,012",CB,23,Starter,4,"€1,352,604","€1,352,604","€1,352,604","€1,352,604",€0,€0,€0,Hertha Berlin
211,Per Ciljan Skjelbred (http://www.capology.com/soccer/player/per-ciljan-skjelbred/salary-profile/),"€26,012",CM,31,Reserve,1,"€1,352,604",€0,€0,€0,€0,€0,€0,Hertha Berlin
212,Philipp Max (http://www.capology.com/soccer/player/philipp-max/salary-profile/),"€26,012",LB,25,Starter,4,"€1,352,604","€1,352,604","€1,352,604","€1,352,604",€0,€0,€0,Augsburg
213,Timo Baumgartl (http://www.capology.com/soccer/player/timo-baumgartl/salary-profile/),"€26,012",CB,23,Reserve,4,"€1,352,604","€1,352,604","€1,352,604","€1,352,604",€0,€0,€0,Stuttgart
214,Valentino Lazaro (http://www.capology.com/soccer/player/valentino-lazaro/salary-profile/),"€26,012",RM,23,Starter,3,"€1,352,604","€1,352,604","€1,352,604",€0,€0,€0,€0,Hertha Berlin
215,Reece Oxford (http://www.capology.com/soccer/player/reece-oxford/salary-profile/),"€25,185",CB,20,Starter,1,"€1,309,629",€0,€0,€0,€0,€0,€0,Augsburg
216,Almamy Touré (http://www.capology.com/soccer/player/almamy-toure/salary-profile/),"€23,076",RB,22,Reserve,5,"€1,199,927","€1,199,927","€1,199,927","€1,199,927","€1,199,927",€0,€0,Eintracht Frankfurt
217,Benjamin Hübner (http://www.capology.com/soccer/player/benjamin-hubner/salary-profile/),"€22,619",CB,29,Reserve,3,"€1,176,178","€1,176,178","€1,176,178",€0,€0,€0,€0,Hoffenheim
218,Edgar Prib (http://www.capology.com/soccer/player/edgar-prib/salary-profile/),"€22,619",LM,29,Reserve,1,"€1,176,178",€0,€0,€0,€0,€0,€0,Hannover
219,Julian Korb (http://www.capology.com/soccer/player/julian-korb/salary-profile/),"€22,619",RB,27,Starter,2,"€1,176,178","€1,176,178",€0,€0,€0,€0,€0,Hannover
220,Makoto Hasebe (http://www.capology.com/soccer/player/makoto-hasebe/salary-profile/),"€22,619",DM,35,Starter,2,"€1,176,178","€1,176,178",€0,€0,€0,€0,€0,Eintracht Frankfurt
221,Sascha Riether (http://www.capology.com/soccer/player/sascha-riether/salary-profile/),"€22,619",RB,36,Reserve,1,"€1,176,178",€0,€0,€0,€0,€0,€0,Schalke 04
222,Chadrac Akolo (http://www.capology.com/soccer/player/chadrac-akolo/salary-profile/),"€21,749",RW,24,Reserve,3,"€1,130,940","€1,130,940","€1,130,940",€0,€0,€0,€0,Stuttgart
223,Danny Latza (http://www.capology.com/soccer/player/danny-latza/salary-profile/),"€21,749",CM,29,Starter,3,"€1,130,940","€1,130,940","€1,130,940",€0,€0,€0,€0,Mainz
224,Erik Thommy (http://www.capology.com/soccer/player/erik-thommy/salary-profile/),"€21,749",LM,24,Reserve,4,"€1,130,940","€1,130,940","€1,130,940","€1,130,940",€0,€0,€0,Stuttgart
225,Felipe Trevizan Martins (http://www.capology.com/soccer/player/felipe-trevizan-martins/salary-profile/),"€21,749",CB,31,Starter,1,"€1,130,940",€0,€0,€0,€0,€0,€0,Hannover
226,Florian Grillitsch (http://www.capology.com/soccer/player/florian-grillitsch/salary-profile/),"€21,749",CM,23,Reserve,3,"€1,130,940","€1,130,940","€1,130,940",€0,€0,€0,€0,Hoffenheim
227,Frederik Rönnow (http://www.capology.com/soccer/player/frederik-ronnow/salary-profile/),"€21,749",GK,26,Reserve,4,"€1,130,940","€1,130,940","€1,130,940","€1,130,940",€0,€0,€0,Eintracht Frankfurt
228,Guido Burgstaller (http://www.capology.com/soccer/player/guido-burgstaller/salary-profile/),"€21,749",CF,29,Reserve,4,"€1,130,940","€1,130,940","€1,130,940","€1,130,940",€0,€0,€0,Schalke 04
229,Ihlas Bebou (http://www.capology.com/soccer/player/ihlas-bebou/salary-profile/),"€21,749",RW,24,Reserve,3,"€1,130,940","€1,130,940","€1,130,940",€0,€0,€0,€0,Hannover
230,Jeffrey Gouweleeuw (http://www.capology.com/soccer/player/jeffrey-gouweleeuw/salary-profile/),"€21,749",CB,27,Reserve,6,"€1,130,940","€1,130,940","€1,130,940","€1,130,940","€1,130,940","€1,130,940",€0,Augsburg
231,Joel Pohjanpalo (http://www.capology.com/soccer/player/joel-pohjanpalo/salary-profile/),"€21,749",CF,24,Reserve,4,"€1,130,940","€1,130,940","€1,130,940","€1,130,940",€0,€0,€0,Bayer Leverkusen
232,Kevin Möhwald (http://www.capology.com/soccer/player/kevin-mohwald/salary-profile/),"€21,749",AM,25,Reserve,3,"€1,130,940","€1,130,940","€1,130,940",€0,€0,€0,€0,Werder Bremen
233,Marc Oliver Kempf (http://www.capology.com/soccer/player/marc-oliver-kempf/salary-profile/),"€21,749",CB,24,Starter,4,"€1,130,940","€1,130,940","€1,130,940","€1,130,940",€0,€0,€0,Stuttgart
234,Philipp Bargfrede (http://www.capology.com/soccer/player/philipp-bargfrede/salary-profile/),"€21,749",DM,30,Starter,4,"€1,130,940","€1,130,940","€1,130,940","€1,130,940",€0,€0,€0,Werder Bremen
235,Sergio Gómez (http://www.capology.com/soccer/player/sergio-gomez/salary-profile/),"€21,749",AM,18,Reserve,3,"€1,130,940","€1,130,940","€1,130,940",€0,€0,€0,€0,Borussia Dortmund
236,Arne Maier (http://www.capology.com/soccer/player/arne-maier/salary-profile/),"€21,684",DM,20,Reserve,4,"€1,127,547","€1,127,547","€1,127,547","€1,127,547",€0,€0,€0,Hertha Berlin
237,Ermin Bicakcic (http://www.capology.com/soccer/player/ermin-bicakcic/salary-profile/),"€21,684",CB,29,Reserve,2,"€1,127,547","€1,127,547",€0,€0,€0,€0,€0,Hoffenheim
238,Ibrahima Konaté (http://www.capology.com/soccer/player/ibrahima-konate/salary-profile/),"€21,684",CB,19,Starter,5,"€1,127,547","€1,127,547","€1,127,547","€1,127,547","€1,127,547",€0,€0,Leipzig
239,Jean-Philippe Mateta (http://www.capology.com/soccer/player/jean-philippe-mateta/salary-profile/),"€21,684",CF,21,Starter,4,"€1,127,547","€1,127,547","€1,127,547","€1,127,547",€0,€0,€0,Mainz
240,Michael Gregoritsch (http://www.capology.com/soccer/player/michael-gregoritsch/salary-profile/),"€21,684",SS,24,Starter,4,"€1,127,547","€1,127,547","€1,127,547","€1,127,547",€0,€0,€0,Augsburg
241,Nicólas González (http://www.capology.com/soccer/player/nicolas-gonzalez/salary-profile/),"€21,684",CF,21,Reserve,5,"€1,127,547","€1,127,547","€1,127,547","€1,127,547","€1,127,547",€0,€0,Stuttgart
242,Ondrej Duda (http://www.capology.com/soccer/player/ondrej-duda/salary-profile/),"€21,684",AM,24,Starter,3,"€1,127,547","€1,127,547","€1,127,547",€0,€0,€0,€0,Hertha Berlin
243,Stefan Bell (http://www.capology.com/soccer/player/stefan-bell/salary-profile/),"€21,684",CB,27,Starter,2,"€1,127,547","€1,127,547",€0,€0,€0,€0,€0,Mainz
244,Tobias Strobl (http://www.capology.com/soccer/player/tobias-strobl/salary-profile/),"€21,684",DM,28,Reserve,2,"€1,127,547","€1,127,547",€0,€0,€0,€0,€0,Mönchengladbach
245,Thomas Kraft (http://www.capology.com/soccer/player/thomas-kraft/salary-profile/),"€21,662",GK,30,Reserve,1,"€1,126,416",€0,€0,€0,€0,€0,€0,Hertha Berlin
246,Fin Bartels (http://www.capology.com/soccer/player/fin-bartels/salary-profile/),"€20,814",SS,32,Reserve,2,"€1,082,310","€1,082,310",€0,€0,€0,€0,€0,Werder Bremen
247,Aarón Martín (http://www.capology.com/soccer/player/aaron-martin/salary-profile/),"€19,574",LB,21,Starter,1,"€1,017,846",€0,€0,€0,€0,€0,€0,Mainz
248,Lucas Torró (http://www.capology.com/soccer/player/lucas-torro/salary-profile/),"€19,509",DM,24,Reserve,5,"€1,014,453","€1,014,453","€1,014,453","€1,014,453","€1,014,453",€0,€0,Eintracht Frankfurt
249,Mathew Leckie (http://www.capology.com/soccer/player/mathew-leckie/salary-profile/),"€19,509",RW,28,Reserve,3,"€1,014,453","€1,014,453","€1,014,453",€0,€0,€0,€0,Hertha Berlin
250,Atinc Nukan (http://www.capology.com/soccer/player/atinc-nukan/salary-profile/),"€19,182",CB,25,Reserve,2,"€997,489","€997,489",€0,€0,€0,€0,€0,Leipzig
251,Takuma Asano (http://www.capology.com/soccer/player/takuma-asano/salary-profile/),"€18,900",SS,24,Reserve,1,"€982,787",€0,€0,€0,€0,€0,€0,Hannover
252,Dawid Kownacki (http://www.capology.com/soccer/player/dawid-kownacki/salary-profile/),"€18,095",CF,22,Reserve,1,"€940,942",€0,€0,€0,€0,€0,€0,Düsseldorf
253,Daniel Brosinski (http://www.capology.com/soccer/player/daniel-brosinski/salary-profile/),"€17,399",RB,30,Starter,2,"€904,752","€904,752",€0,€0,€0,€0,€0,Mainz
254,Dennis Geiger (http://www.capology.com/soccer/player/dennis-geiger/salary-profile/),"€17,399",DM,20,Reserve,4,"€904,752","€904,752","€904,752","€904,752",€0,€0,€0,Hoffenheim
255,Waldemar Anton (http://www.capology.com/soccer/player/waldemar-anton/salary-profile/),"€17,399",CB,22,Starter,3,"€904,752","€904,752","€904,752",€0,€0,€0,€0,Hannover
256,Dominique Heintz (http://www.capology.com/soccer/player/dominique-heintz/salary-profile/),"€17,334",CB,25,Starter,4,"€901,359","€901,359","€901,359","€901,359",€0,€0,€0,Freiburg
257,Dong-won Ji (http://www.capology.com/soccer/player/dong-won-ji/salary-profile/),"€17,334",CF,27,Starter,1,"€901,359",€0,€0,€0,€0,€0,€0,Augsburg
258,Lukas Klünter (http://www.capology.com/soccer/player/lukas-klunter/salary-profile/),"€17,334",RB,22,Reserve,4,"€901,359","€901,359","€901,359","€901,359",€0,€0,€0,Hertha Berlin
259,Marvin Stefaniak (http://www.capology.com/soccer/player/marvin-stefaniak/salary-profile/),"€17,334",LW,24,Reserve,4,"€901,359","€901,359","€901,359","€901,359",€0,€0,€0,Wolfsburg
260,Moussa Niakhaté (http://www.capology.com/soccer/player/moussa-niakhate/salary-profile/),"€17,334",CB,23,Starter,5,"€901,359","€901,359","€901,359","€901,359","€901,359",€0,€0,Mainz
261,Nils Petersen (http://www.capology.com/soccer/player/nils-petersen/salary-profile/),"€17,334",CF,30,Starter,3,"€901,359","€901,359","€901,359",€0,€0,€0,€0,Freiburg
262,Ivo Ilicevic (http://www.capology.com/soccer/player/ivo-ilicevic/salary-profile/),"€17,073",LW,32,Reserve,1,"€887,788",€0,€0,€0,€0,€0,€0,Nürnberg
263,Alexander Esswein (http://www.capology.com/soccer/player/alexander-esswein/salary-profile/),"€16,964",RW,29,Starter,1,"€882,133",€0,€0,€0,€0,€0,€0,Stuttgart
264,Amadou Haidara (http://www.capology.com/soccer/player/amadou-haidara/salary-profile/),"€16,964",CM,21,Reserve,5,"€882,133","€882,133","€882,133","€882,133","€882,133",€0,€0,Leipzig
265,Anastasios Donis (http://www.capology.com/soccer/player/anastasios-donis/salary-profile/),"€16,964",CF,22,Reserve,3,"€882,133","€882,133","€882,133",€0,€0,€0,€0,Stuttgart
266,Branimir Hrgota (http://www.capology.com/soccer/player/branimir-hrgota/salary-profile/),"€16,964",CF,26,Reserve,1,"€882,133",€0,€0,€0,€0,€0,€0,Eintracht Frankfurt
267,Christian Günter (http://www.capology.com/soccer/player/christian-gunter/salary-profile/),"€16,964",LB,26,Starter,4,"€882,133","€882,133","€882,133","€882,133",€0,€0,€0,Freiburg
268,Danny da Costa (http://www.capology.com/soccer/player/danny-da-costa/salary-profile/),"€16,964",RB,25,Starter,4,"€882,133","€882,133","€882,133","€882,133",€0,€0,€0,Eintracht Frankfurt
269,Fabian Giefer (http://www.capology.com/soccer/player/fabian-giefer/salary-profile/),"€16,964",GK,28,Reserve,3,"€882,133","€882,133","€882,133",€0,€0,€0,€0,Augsburg
270,Florian Niederlechner (http://www.capology.com/soccer/player/florian-niederlechner/salary-profile/),"€16,964",CF,28,Reserve,2,"€882,133","€882,133",€0,€0,€0,€0,€0,Freiburg
271,Giulio Donati (http://www.capology.com/soccer/player/giulio-donati/salary-profile/),"€16,964",RB,29,Reserve,1,"€882,133",€0,€0,€0,€0,€0,€0,Mainz
272,Goncalo Paciencia (http://www.capology.com/soccer/player/goncalo-paciencia/salary-profile/),"€16,964",CF,24,Reserve,4,"€882,133","€882,133","€882,133","€882,133",€0,€0,€0,Eintracht Frankfurt
273,Hamza Mendyl (http://www.capology.com/soccer/player/hamza-mendyl/salary-profile/),"€16,964",LB,21,Starter,5,"€882,133","€882,133","€882,133","€882,133","€882,133",€0,€0,Schalke 04
274,Isaac Kiese Thelin (http://www.capology.com/soccer/player/isaac-kiese-thelin/salary-profile/),"€16,964",CF,26,Reserve,1,"€882,133",€0,€0,€0,€0,€0,€0,Bayer Leverkusen
275,Iver Fossum (http://www.capology.com/soccer/player/iver-fossum/salary-profile/),"€16,964",CM,22,Reserve,2,"€882,133","€882,133",€0,€0,€0,€0,€0,Hannover
