Rank,Player,Weekly Salary,Pos.,Age,Status,Length (Yrs),2018-19 Salary,2019-20 Salary,2020-21 Salary,2021-22 Salary,2022-23 Salary,2023-24 Salary,2024-25 Salary,Club
139,Lucas Pérez (http://www.capology.com/soccer/player/lucas-perez/salary-profile/),"$92,353",CF,30,Reserve,3,"$4,802,361","$4,802,361","$4,802,361",$0,$0,$0,$0,West Ham
140,Manuel Lanzini (http://www.capology.com/soccer/player/manuel-lanzini/salary-profile/),"$92,353",AM,26,Reserve,2,"$4,802,361","$4,802,361",$0,$0,$0,$0,$0,West Ham
141,Michail Antonio (http://www.capology.com/soccer/player/michail-antonio/salary-profile/),"$92,353",RW,29,Starter,3,"$4,802,361","$4,802,361","$4,802,361",$0,$0,$0,$0,West Ham
142,Nacho Monreal (http://www.capology.com/soccer/player/nacho-monreal/salary-profile/),"$92,353",LB,33,Starter,1,"$4,802,361",$0,$0,$0,$0,$0,$0,Arsenal
143,Ricardo Pereira (http://www.capology.com/soccer/player/ricardo-pereira/salary-profile/),"$92,353",RB,25,Starter,5,"$4,802,361","$4,802,361","$4,802,361","$4,802,361","$4,802,361",$0,$0,Leicester
144,Ryan Bertrand (http://www.capology.com/soccer/player/ryan-bertrand/salary-profile/),"$92,353",LB,29,Reserve,3,"$4,802,361","$4,802,361","$4,802,361",$0,$0,$0,$0,Southampton
145,Seamus Coleman (http://www.capology.com/soccer/player/seamus-coleman/salary-profile/),"$92,353",RB,30,Reserve,4,"$4,802,361","$4,802,361","$4,802,361","$4,802,361",$0,$0,$0,Everton
146,Serge Aurier (http://www.capology.com/soccer/player/serge-aurier/salary-profile/),"$92,353",RB,26,Starter,4,"$4,802,361","$4,802,361","$4,802,361","$4,802,361",$0,$0,$0,Tottenham
147,Sergio Romero (http://www.capology.com/soccer/player/sergio-romero/salary-profile/),"$92,353",GK,32,Reserve,3,"$4,802,361","$4,802,361","$4,802,361",$0,$0,$0,$0,Manchester United
148,Winston Reid (http://www.capology.com/soccer/player/winston-reid/salary-profile/),"$92,353",CB,30,Reserve,5,"$4,802,361","$4,802,361","$4,802,361","$4,802,361","$4,802,361",$0,$0,West Ham
149,André Zambo Anguissa (http://www.capology.com/soccer/player/andre-zambo-anguissa/salary-profile/),"$88,395",DM,23,Reserve,5,"$4,596,546","$4,596,546","$4,596,546","$4,596,546","$4,596,546",$0,$0,Fulham
150,Issa Diop (http://www.capology.com/soccer/player/issa-diop/salary-profile/),"$88,395",CB,22,Starter,5,"$4,596,546","$4,596,546","$4,596,546","$4,596,546","$4,596,546",$0,$0,West Ham
151,Alberto Moreno (http://www.capology.com/soccer/player/alberto-moreno/salary-profile/),"$85,756",LB,26,Reserve,1,"$4,459,335",$0,$0,$0,$0,$0,$0,Liverpool
152,Ben Chilwell (http://www.capology.com/soccer/player/ben-chilwell/salary-profile/),"$85,756",LB,22,Starter,6,"$4,459,335","$4,459,335","$4,459,335","$4,459,335","$4,459,335","$4,459,335",$0,Leicester
153,Cheikhou Kouyaté (http://www.capology.com/soccer/player/cheikhou-kouyate/salary-profile/),"$85,756",DM,29,Reserve,4,"$4,459,335","$4,459,335","$4,459,335","$4,459,335",$0,$0,$0,Crystal Palace
154,Davinson Sánchez (http://www.capology.com/soccer/player/davinson-sanchez/salary-profile/),"$85,756",CB,22,Reserve,6,"$4,459,335","$4,459,335","$4,459,335","$4,459,335","$4,459,335","$4,459,335",$0,Tottenham
155,Jean Michaël Seri (http://www.capology.com/soccer/player/jean-michael-seri/salary-profile/),"$85,756",CM,27,Starter,4,"$4,459,335","$4,459,335","$4,459,335","$4,459,335",$0,$0,$0,Fulham
156,Kieran Trippier (http://www.capology.com/soccer/player/kieran-trippier/salary-profile/),"$85,756",RB,28,Reserve,4,"$4,459,335","$4,459,335","$4,459,335","$4,459,335",$0,$0,$0,Tottenham
157,Leighton Baines (http://www.capology.com/soccer/player/leighton-baines/salary-profile/),"$85,756",LB,34,Reserve,1,"$4,459,335",$0,$0,$0,$0,$0,$0,Everton
158,Lukasz Fabianski (http://www.capology.com/soccer/player/lukasz-fabianski/salary-profile/),"$85,756",GK,33,Starter,3,"$4,459,335","$4,459,335","$4,459,335",$0,$0,$0,$0,West Ham
159,Mario Lemina (http://www.capology.com/soccer/player/mario-lemina/salary-profile/),"$85,756",DM,25,Reserve,4,"$4,459,335","$4,459,335","$4,459,335","$4,459,335",$0,$0,$0,Southampton
160,Oriol Romeu (http://www.capology.com/soccer/player/oriol-romeu/salary-profile/),"$85,756",DM,27,Starter,3,"$4,459,335","$4,459,335","$4,459,335",$0,$0,$0,$0,Southampton
161,Troy Deeney (http://www.capology.com/soccer/player/troy-deeney/salary-profile/),"$85,756",CF,30,Starter,3,"$4,459,335","$4,459,335","$4,459,335",$0,$0,$0,$0,Watford
162,Victor Wanyama (http://www.capology.com/soccer/player/victor-wanyama/salary-profile/),"$85,756",DM,27,Reserve,3,"$4,459,335","$4,459,335","$4,459,335",$0,$0,$0,$0,Tottenham
163,Aleksandar Mitrovic (http://www.capology.com/soccer/player/aleksandar-mitrovic/salary-profile/),"$79,160",CF,24,Starter,5,"$4,116,310","$4,116,310","$4,116,310","$4,116,310","$4,116,310",$0,$0,Fulham
164,Ben Davies (http://www.capology.com/soccer/player/ben-davies/salary-profile/),"$79,160",LB,25,Reserve,3,"$4,116,310","$4,116,310","$4,116,310",$0,$0,$0,$0,Tottenham
165,Cenk Tosun (http://www.capology.com/soccer/player/cenk-tosun/salary-profile/),"$79,160",CF,27,Starter,4,"$4,116,310","$4,116,310","$4,116,310","$4,116,310",$0,$0,$0,Everton
166,Connor Wickham (http://www.capology.com/soccer/player/connor-wickham/salary-profile/),"$79,160",CF,26,Reserve,2,"$4,116,310","$4,116,310",$0,$0,$0,$0,$0,Crystal Palace
167,Danny Rose (http://www.capology.com/soccer/player/danny-rose/salary-profile/),"$79,160",LB,28,Starter,3,"$4,116,310","$4,116,310","$4,116,310",$0,$0,$0,$0,Tottenham
168,Eric Dier (http://www.capology.com/soccer/player/eric-dier/salary-profile/),"$79,160",DM,25,Starter,3,"$4,116,310","$4,116,310","$4,116,310",$0,$0,$0,$0,Tottenham
169,Gerard Deulofeu (http://www.capology.com/soccer/player/gerard-deulofeu/salary-profile/),"$79,160",RW,25,Reserve,2,"$4,116,310","$4,116,310",$0,$0,$0,$0,$0,Watford
170,Jannik Vestergaard (http://www.capology.com/soccer/player/jannik-vestergaard/salary-profile/),"$79,160",CB,26,Starter,4,"$4,116,310","$4,116,310","$4,116,310","$4,116,310",$0,$0,$0,Southampton
171,Kelechi Iheanacho (http://www.capology.com/soccer/player/kelechi-iheanacho/salary-profile/),"$79,160",CF,22,Reserve,4,"$4,116,310","$4,116,310","$4,116,310","$4,116,310",$0,$0,$0,Leicester
172,Michael Keane (http://www.capology.com/soccer/player/michael-keane/salary-profile/),"$79,160",CB,26,Starter,4,"$4,116,310","$4,116,310","$4,116,310","$4,116,310",$0,$0,$0,Everton
173,Mohamed Elyounoussi (http://www.capology.com/soccer/player/mohamed-elyounoussi/salary-profile/),"$79,160",LW,24,Reserve,5,"$4,116,310","$4,116,310","$4,116,310","$4,116,310","$4,116,310",$0,$0,Southampton
174,Nathan Redmond (http://www.capology.com/soccer/player/nathan-redmond/salary-profile/),"$79,160",LW,25,Starter,3,"$4,116,310","$4,116,310","$4,116,310",$0,$0,$0,$0,Southampton
175,Scott Dann (http://www.capology.com/soccer/player/scott-dann/salary-profile/),"$79,160",CB,32,Reserve,2,"$4,116,310","$4,116,310",$0,$0,$0,$0,$0,Crystal Palace
176,Shane Long (http://www.capology.com/soccer/player/shane-long/salary-profile/),"$79,160",CF,32,Reserve,2,"$4,116,310","$4,116,310",$0,$0,$0,$0,$0,Southampton
177,Simon Mignolet (http://www.capology.com/soccer/player/simon-mignolet/salary-profile/),"$79,160",GK,31,Reserve,3,"$4,116,310","$4,116,310","$4,116,310",$0,$0,$0,$0,Liverpool
178,Vicente Guaita (http://www.capology.com/soccer/player/vicente-guaita/salary-profile/),"$79,160",GK,32,Reserve,3,"$4,116,310","$4,116,310","$4,116,310",$0,$0,$0,$0,Crystal Palace
179,Wes Morgan (http://www.capology.com/soccer/player/wes-morgan/salary-profile/),"$79,160",CB,35,Starter,2,"$4,116,310","$4,116,310",$0,$0,$0,$0,$0,Leicester
180,Jeffrey Schlupp (http://www.capology.com/soccer/player/jeffrey-schlupp/salary-profile/),"$73,882",LM,26,Starter,3,"$3,841,889","$3,841,889","$3,841,889",$0,$0,$0,$0,Crystal Palace
181,Luciano Vietto (http://www.capology.com/soccer/player/luciano-vietto/salary-profile/),"$73,045",CF,25,Starter,1,"$3,798,351",$0,$0,$0,$0,$0,$0,Fulham
182,Andros Townsend (http://www.capology.com/soccer/player/andros-townsend/salary-profile/),"$72,563",RW,27,Starter,3,"$3,773,284","$3,773,284","$3,773,284",$0,$0,$0,$0,Crystal Palace
183,Ben Mee (http://www.capology.com/soccer/player/ben-mee/salary-profile/),"$72,563",CB,29,Starter,3,"$3,773,284","$3,773,284","$3,773,284",$0,$0,$0,$0,Burnley
184,Demarai Gray (http://www.capology.com/soccer/player/demarai-gray/salary-profile/),"$72,563",LW,22,Starter,3,"$3,773,284","$3,773,284","$3,773,284",$0,$0,$0,$0,Leicester
185,Diogo Jota (http://www.capology.com/soccer/player/diogo-jota/salary-profile/),"$72,563",LW,22,Starter,4,"$3,773,284","$3,773,284","$3,773,284","$3,773,284",$0,$0,$0,Wolverhampton
186,Jairo Riedewald (http://www.capology.com/soccer/player/jairo-riedewald/salary-profile/),"$72,563",CB,22,Reserve,4,"$3,773,284","$3,773,284","$3,773,284","$3,773,284",$0,$0,$0,Crystal Palace
187,James Maddison (http://www.capology.com/soccer/player/james-maddison/salary-profile/),"$72,563",AM,22,Starter,5,"$3,773,284","$3,773,284","$3,773,284","$3,773,284","$3,773,284",$0,$0,Leicester
188,James McArthur (http://www.capology.com/soccer/player/james-mcarthur/salary-profile/),"$72,563",CM,31,Starter,3,"$3,773,284","$3,773,284","$3,773,284",$0,$0,$0,$0,Crystal Palace
189,Luka Milivojevic (http://www.capology.com/soccer/player/luka-milivojevic/salary-profile/),"$72,563",DM,28,Starter,2,"$3,773,284","$3,773,284",$0,$0,$0,$0,$0,Crystal Palace
190,Patrick van Aanholt (http://www.capology.com/soccer/player/patrick-van-aanholt/salary-profile/),"$72,563",LB,28,Starter,3,"$3,773,284","$3,773,284","$3,773,284",$0,$0,$0,$0,Crystal Palace
191,Pedro Obiang (http://www.capology.com/soccer/player/pedro-obiang/salary-profile/),"$72,563",CM,27,Reserve,4,"$3,773,284","$3,773,284","$3,773,284","$3,773,284",$0,$0,$0,West Ham
192,Yoshinori Muto (http://www.capology.com/soccer/player/yoshinori-muto/salary-profile/),"$71,244",CF,26,Reserve,4,"$3,704,679","$3,704,679","$3,704,679","$3,704,679",$0,$0,$0,Newcastle
193,Aaron Cresswell (http://www.capology.com/soccer/player/aaron-cresswell/salary-profile/),"$65,966",LB,29,Starter,3,"$3,430,258","$3,430,258","$3,430,258",$0,$0,$0,$0,West Ham
194,Aaron Mooy (http://www.capology.com/soccer/player/aaron-mooy/salary-profile/),"$65,966",CM,28,Starter,2,"$3,430,258","$3,430,258",$0,$0,$0,$0,$0,Huddersfield
195,Adrián (http://www.capology.com/soccer/player/adrian/salary-profile/),"$65,966",GK,32,Reserve,1,"$3,430,258",$0,$0,$0,$0,$0,$0,West Ham
196,Alex Iwobi (http://www.capology.com/soccer/player/alex-iwobi/salary-profile/),"$65,966",LW,22,Reserve,4,"$3,430,258","$3,430,258","$3,430,258","$3,430,258",$0,$0,$0,Arsenal
197,Alex McCarthy (http://www.capology.com/soccer/player/alex-mccarthy/salary-profile/),"$65,966",GK,29,Reserve,4,"$3,430,258","$3,430,258","$3,430,258","$3,430,258",$0,$0,$0,Southampton
198,Alireza Jahanbakhsh (http://www.capology.com/soccer/player/alireza-jahanbakhsh/salary-profile/),"$65,966",RW,25,Reserve,5,"$3,430,258","$3,430,258","$3,430,258","$3,430,258","$3,430,258",$0,$0,Brighton
199,Andrew Robertson (http://www.capology.com/soccer/player/andrew-robertson/salary-profile/),"$65,966",LB,25,Starter,6,"$3,430,258","$3,430,258","$3,430,258","$3,430,258","$3,430,258","$3,430,258",$0,Liverpool
200,Calum Chambers (http://www.capology.com/soccer/player/calum-chambers/salary-profile/),"$65,966",CB,24,Reserve,1,"$3,430,258",$0,$0,$0,$0,$0,$0,Fulham
201,Carlos Sánchez (http://www.capology.com/soccer/player/carlos-sanchez/salary-profile/),"$65,966",DM,33,Reserve,2,"$3,430,258","$3,430,258",$0,$0,$0,$0,$0,West Ham
202,Chris Wood (http://www.capology.com/soccer/player/chris-wood/salary-profile/),"$65,966",CF,27,Starter,3,"$3,430,258","$3,430,258","$3,430,258",$0,$0,$0,$0,Burnley
203,Christian Fuchs (http://www.capology.com/soccer/player/christian-fuchs/salary-profile/),"$65,966",LB,33,Reserve,1,"$3,430,258",$0,$0,$0,$0,$0,$0,Leicester
204,Harry Winks (http://www.capology.com/soccer/player/harry-winks/salary-profile/),"$65,966",CM,23,Reserve,5,"$3,430,258","$3,430,258","$3,430,258","$3,430,258","$3,430,258",$0,$0,Tottenham
205,James McCarthy (http://www.capology.com/soccer/player/james-mccarthy/salary-profile/),"$65,966",CM,28,Reserve,2,"$3,430,258","$3,430,258",$0,$0,$0,$0,$0,Everton
206,James Tarkowski (http://www.capology.com/soccer/player/james-tarkowski/salary-profile/),"$65,966",CB,26,Starter,4,"$3,430,258","$3,430,258","$3,430,258","$3,430,258",$0,$0,$0,Burnley
207,James Tomkins (http://www.capology.com/soccer/player/james-tomkins/salary-profile/),"$65,966",CB,30,Starter,3,"$3,430,258","$3,430,258","$3,430,258",$0,$0,$0,$0,Crystal Palace
208,Jefferson Lerma (http://www.capology.com/soccer/player/jefferson-lerma/salary-profile/),"$65,966",DM,24,Starter,5,"$3,430,258","$3,430,258","$3,430,258","$3,430,258","$3,430,258",$0,$0,Bournemouth
209,Mark Noble (http://www.capology.com/soccer/player/mark-noble/salary-profile/),"$65,966",CM,31,Starter,3,"$3,430,258","$3,430,258","$3,430,258",$0,$0,$0,$0,West Ham
210,Martín Montoya (http://www.capology.com/soccer/player/martin-montoya/salary-profile/),"$65,966",RB,27,Reserve,4,"$3,430,258","$3,430,258","$3,430,258","$3,430,258",$0,$0,$0,Brighton
211,Maya Yoshida (http://www.capology.com/soccer/player/maya-yoshida/salary-profile/),"$65,966",CB,30,Reserve,2,"$3,430,258","$3,430,258",$0,$0,$0,$0,$0,Southampton
212,Mohamed Elneny (http://www.capology.com/soccer/player/mohamed-elneny/salary-profile/),"$65,966",DM,26,Reserve,4,"$3,430,258","$3,430,258","$3,430,258","$3,430,258",$0,$0,$0,Arsenal
213,Nampalys Mendy (http://www.capology.com/soccer/player/nampalys-mendy/salary-profile/),"$65,966",DM,26,Starter,2,"$3,430,258","$3,430,258",$0,$0,$0,$0,$0,Leicester
214,Oumar Niasse (http://www.capology.com/soccer/player/oumar-niasse/salary-profile/),"$65,966",CF,28,Reserve,1,"$3,430,258",$0,$0,$0,$0,$0,$0,Cardiff
215,Pascal Groß (http://www.capology.com/soccer/player/pascal-grob/salary-profile/),"$65,966",AM,27,Starter,4,"$3,430,258","$3,430,258","$3,430,258","$3,430,258",$0,$0,$0,Brighton
216,Phil Jagielka (http://www.capology.com/soccer/player/phil-jagielka/salary-profile/),"$65,966",CB,36,Reserve,1,"$3,430,258",$0,$0,$0,$0,$0,$0,Everton
217,Pierre-Emile Höjbjerg (http://www.capology.com/soccer/player/pierre-emile-hojbjerg/salary-profile/),"$65,966",CM,23,Starter,3,"$3,430,258","$3,430,258","$3,430,258",$0,$0,$0,$0,Southampton
218,Rúben Neves (http://www.capology.com/soccer/player/ruben-neves/salary-profile/),"$65,966",DM,22,Starter,5,"$3,430,258","$3,430,258","$3,430,258","$3,430,258","$3,430,258",$0,$0,Wolverhampton
219,Stuart Armstrong (http://www.capology.com/soccer/player/stuart-armstrong/salary-profile/),"$65,966",CM,27,Starter,4,"$3,430,258","$3,430,258","$3,430,258","$3,430,258",$0,$0,$0,Southampton
220,Toby Alderweireld (http://www.capology.com/soccer/player/toby-alderweireld/salary-profile/),"$65,966",CB,30,Starter,2,"$3,430,258","$3,430,258",$0,$0,$0,$0,$0,Tottenham
221,Tom Cleverley (http://www.capology.com/soccer/player/tom-cleverley/salary-profile/),"$65,966",CM,29,Reserve,4,"$3,430,258","$3,430,258","$3,430,258","$3,430,258",$0,$0,$0,Watford
222,Jack Stephens (http://www.capology.com/soccer/player/jack-stephens/salary-profile/),"$63,328",CB,25,Starter,4,"$3,293,048","$3,293,048","$3,293,048","$3,293,048",$0,$0,$0,Southampton
223,Kurt Zouma (http://www.capology.com/soccer/player/kurt-zouma/salary-profile/),"$60,689",CB,24,Starter,1,"$3,155,837",$0,$0,$0,$0,$0,$0,Everton
224,Ayoze Pérez (http://www.capology.com/soccer/player/ayoze-perez/salary-profile/),"$59,370",SS,25,Starter,3,"$3,087,232","$3,087,232","$3,087,232",$0,$0,$0,$0,Newcastle
225,Caglar Söyüncü (http://www.capology.com/soccer/player/caglar-soyuncu/salary-profile/),"$59,370",CB,22,Reserve,5,"$3,087,232","$3,087,232","$3,087,232","$3,087,232","$3,087,232",$0,$0,Leicester
226,Carl Jenkinson (http://www.capology.com/soccer/player/carl-jenkinson/salary-profile/),"$59,370",RB,27,Reserve,1,"$3,087,232",$0,$0,$0,$0,$0,$0,Arsenal
227,Danny Simpson (http://www.capology.com/soccer/player/danny-simpson/salary-profile/),"$59,370",RB,32,Reserve,1,"$3,087,232",$0,$0,$0,$0,$0,$0,Leicester
228,Daryl Janmaat (http://www.capology.com/soccer/player/daryl-janmaat/salary-profile/),"$59,370",RB,29,Starter,2,"$3,087,232","$3,087,232",$0,$0,$0,$0,$0,Watford
229,Davy Pröpper (http://www.capology.com/soccer/player/davy-propper/salary-profile/),"$59,370",CM,27,Starter,3,"$3,087,232","$3,087,232","$3,087,232",$0,$0,$0,$0,Brighton
230,Divock Origi (http://www.capology.com/soccer/player/divock-origi/salary-profile/),"$59,370",CF,23,Reserve,2,"$3,087,232","$3,087,232",$0,$0,$0,$0,$0,Liverpool
231,Fabri (http://www.capology.com/soccer/player/fabri/salary-profile/),"$59,370",GK,31,Reserve,3,"$3,087,232","$3,087,232","$3,087,232",$0,$0,$0,$0,Fulham
232,James Ward-Prowse (http://www.capology.com/soccer/player/james-ward-prowse/salary-profile/),"$59,370",CM,24,Starter,4,"$3,087,232","$3,087,232","$3,087,232","$3,087,232",$0,$0,$0,Southampton
233,Joe Hart (http://www.capology.com/soccer/player/joe-hart/salary-profile/),"$59,370",GK,31,Starter,2,"$3,087,232","$3,087,232",$0,$0,$0,$0,$0,Burnley
234,Joshua King (http://www.capology.com/soccer/player/joshua-king/salary-profile/),"$59,370",SS,27,Starter,3,"$3,087,232","$3,087,232","$3,087,232",$0,$0,$0,$0,Bournemouth
235,José Izquierdo (http://www.capology.com/soccer/player/jose-izquierdo/salary-profile/),"$59,370",LW,26,Reserve,3,"$3,087,232","$3,087,232","$3,087,232",$0,$0,$0,$0,Brighton
236,Jürgen Locadia (http://www.capology.com/soccer/player/jurgen-locadia/salary-profile/),"$59,370",CF,25,Reserve,4,"$3,087,232","$3,087,232","$3,087,232","$3,087,232",$0,$0,$0,Brighton
237,Lewis Dunk (http://www.capology.com/soccer/player/lewis-dunk/salary-profile/),"$59,370",CB,27,Starter,5,"$3,087,232","$3,087,232","$3,087,232","$3,087,232","$3,087,232",$0,$0,Brighton
238,Marc Albrighton (http://www.capology.com/soccer/player/marc-albrighton/salary-profile/),"$59,370",RM,29,Reserve,4,"$3,087,232","$3,087,232","$3,087,232","$3,087,232",$0,$0,$0,Leicester
239,Matt Ritchie (http://www.capology.com/soccer/player/matt-ritchie/salary-profile/),"$59,370",RM,29,Starter,3,"$3,087,232","$3,087,232","$3,087,232",$0,$0,$0,$0,Newcastle
240,Matteo Darmian (http://www.capology.com/soccer/player/matteo-darmian/salary-profile/),"$59,370",RB,29,Reserve,1,"$3,087,232",$0,$0,$0,$0,$0,$0,Manchester United
241,Mohamed Diamé (http://www.capology.com/soccer/player/mohamed-diame/salary-profile/),"$59,370",CM,31,Starter,1,"$3,087,232",$0,$0,$0,$0,$0,$0,Newcastle
242,Rachid Ghezzal (http://www.capology.com/soccer/player/rachid-ghezzal/salary-profile/),"$59,370",RW,26,Reserve,4,"$3,087,232","$3,087,232","$3,087,232","$3,087,232",$0,$0,$0,Leicester
243,Roberto Pereyra (http://www.capology.com/soccer/player/roberto-pereyra/salary-profile/),"$59,370",AM,28,Starter,3,"$3,087,232","$3,087,232","$3,087,232",$0,$0,$0,$0,Watford
244,Sebastian Prödl (http://www.capology.com/soccer/player/sebastian-prodl/salary-profile/),"$59,370",CB,31,Reserve,3,"$3,087,232","$3,087,232","$3,087,232",$0,$0,$0,$0,Watford
245,Steve Cook (http://www.capology.com/soccer/player/steve-cook/salary-profile/),"$59,370",CB,27,Starter,3,"$3,087,232","$3,087,232","$3,087,232",$0,$0,$0,$0,Bournemouth
246,Steven Defour (http://www.capology.com/soccer/player/steven-defour/salary-profile/),"$59,370",CM,30,Reserve,2,"$3,087,232","$3,087,232",$0,$0,$0,$0,$0,Burnley
247,Sergio Rico (http://www.capology.com/soccer/player/sergio-rico/salary-profile/),"$59,218",GK,25,Reserve,1,"$3,079,316",$0,$0,$0,$0,$0,$0,Fulham
248,Adama Traoré (http://www.capology.com/soccer/player/adama-traore/salary-profile/),"$56,731",RW,23,Reserve,5,"$2,950,022","$2,950,022","$2,950,022","$2,950,022","$2,950,022",$0,$0,Wolverhampton
249,Federico Fernández (http://www.capology.com/soccer/player/federico-fernandez/salary-profile/),"$56,731",CB,30,Reserve,2,"$2,950,022","$2,950,022",$0,$0,$0,$0,$0,Newcastle
250,Ryan Babel (http://www.capology.com/soccer/player/ryan-babel/salary-profile/),"$56,503",LW,32,Reserve,1,"$2,938,148",$0,$0,$0,$0,$0,$0,Fulham
251,Miguel Almirón (http://www.capology.com/soccer/player/miguel-almiron/salary-profile/),"$55,843",AM,25,Reserve,6,"$2,903,845","$2,903,845","$2,903,845","$2,903,845","$2,903,845","$2,903,845",$0,Newcastle
252,Emerson (http://www.capology.com/soccer/player/emerson/salary-profile/),"$55,412",LB,24,Starter,4,"$2,881,417","$2,881,417","$2,881,417","$2,881,417",$0,$0,$0,Chelsea
253,Tom Heaton (http://www.capology.com/soccer/player/tom-heaton/salary-profile/),"$55,412",GK,32,Reserve,2,"$2,881,417","$2,881,417",$0,$0,$0,$0,$0,Burnley
254,Antonio Barreca (http://www.capology.com/soccer/player/antonio-barreca/salary-profile/),"$54,473",LB,24,Reserve,1,"$2,832,602",$0,$0,$0,$0,$0,$0,Newcastle
255,Raúl Jiménez (http://www.capology.com/soccer/player/raul-jimenez/salary-profile/),"$54,397",CF,27,Starter,1,"$2,828,644",$0,$0,$0,$0,$0,$0,Wolverhampton
256,Andrii Yarmolenko (http://www.capology.com/soccer/player/andrii-yarmolenko/salary-profile/),"$52,773",RW,29,Reserve,4,"$2,744,206","$2,744,206","$2,744,206","$2,744,206",$0,$0,$0,West Ham
257,Angus Gunn (http://www.capology.com/soccer/player/angus-gunn/salary-profile/),"$52,773",GK,23,Starter,5,"$2,744,206","$2,744,206","$2,744,206","$2,744,206","$2,744,206",$0,$0,Southampton
258,Arthur Masuaku (http://www.capology.com/soccer/player/arthur-masuaku/salary-profile/),"$52,773",LB,25,Reserve,2,"$2,744,206","$2,744,206",$0,$0,$0,$0,$0,West Ham
259,Artur Boruc (http://www.capology.com/soccer/player/artur-boruc/salary-profile/),"$52,773",GK,39,Reserve,1,"$2,744,206",$0,$0,$0,$0,$0,$0,Bournemouth
260,Ashley Barnes (http://www.capology.com/soccer/player/ashley-barnes/salary-profile/),"$52,773",CF,29,Reserve,3,"$2,744,206","$2,744,206","$2,744,206",$0,$0,$0,$0,Burnley
261,Ben Gibson (http://www.capology.com/soccer/player/ben-gibson/salary-profile/),"$52,773",CB,26,Reserve,4,"$2,744,206","$2,744,206","$2,744,206","$2,744,206",$0,$0,$0,Burnley
262,Callum Wilson (http://www.capology.com/soccer/player/callum-wilson/salary-profile/),"$52,773",CF,27,Starter,4,"$2,744,206","$2,744,206","$2,744,206","$2,744,206",$0,$0,$0,Bournemouth
263,Fabian Schär (http://www.capology.com/soccer/player/fabian-schar/salary-profile/),"$52,773",CB,27,Reserve,3,"$2,744,206","$2,744,206","$2,744,206",$0,$0,$0,$0,Newcastle
264,Fabián Balbuena (http://www.capology.com/soccer/player/fabian-balbuena/salary-profile/),"$52,773",CB,27,Reserve,3,"$2,744,206","$2,744,206","$2,744,206",$0,$0,$0,$0,West Ham
265,Florin Andone (http://www.capology.com/soccer/player/florin-andone/salary-profile/),"$52,773",CF,26,Reserve,5,"$2,744,206","$2,744,206","$2,744,206","$2,744,206","$2,744,206",$0,$0,Brighton
266,Harry Arter (http://www.capology.com/soccer/player/harry-arter/salary-profile/),"$52,773",CM,29,Starter,1,"$2,744,206",$0,$0,$0,$0,$0,$0,Cardiff
267,Jamaal Lascelles (http://www.capology.com/soccer/player/jamaal-lascelles/salary-profile/),"$52,773",CB,25,Starter,6,"$2,744,206","$2,744,206","$2,744,206","$2,744,206","$2,744,206","$2,744,206",$0,Newcastle
268,Joselu (http://www.capology.com/soccer/player/joselu/salary-profile/),"$52,773",CF,29,Starter,2,"$2,744,206","$2,744,206",$0,$0,$0,$0,$0,Newcastle
269,Mattéo Guendouzi (http://www.capology.com/soccer/player/matteo-guendouzi/salary-profile/),"$52,773",CM,19,Starter,4,"$2,744,206","$2,744,206","$2,744,206","$2,744,206",$0,$0,$0,Arsenal
270,Michel Vorm (http://www.capology.com/soccer/player/michel-vorm/salary-profile/),"$52,773",GK,35,Reserve,1,"$2,744,206",$0,$0,$0,$0,$0,$0,Tottenham
271,Nathan Aké (http://www.capology.com/soccer/player/nathan-ake/salary-profile/),"$52,773",CB,24,Starter,4,"$2,744,206","$2,744,206","$2,744,206","$2,744,206",$0,$0,$0,Bournemouth
272,Robert Snodgrass (http://www.capology.com/soccer/player/robert-snodgrass/salary-profile/),"$52,773",RW,31,Starter,2,"$2,744,206","$2,744,206",$0,$0,$0,$0,$0,West Ham
273,Ryan Fredericks (http://www.capology.com/soccer/player/ryan-fredericks/salary-profile/),"$52,773",RB,26,Reserve,4,"$2,744,206","$2,744,206","$2,744,206","$2,744,206",$0,$0,$0,West Ham
274,Sam Gallagher (http://www.capology.com/soccer/player/sam-gallagher/salary-profile/),"$52,773",CF,23,Reserve,3,"$2,744,206","$2,744,206","$2,744,206",$0,$0,$0,$0,Southampton
275,Shane Duffy (http://www.capology.com/soccer/player/shane-duffy/salary-profile/),"$52,773",CB,27,Starter,5,"$2,744,206","$2,744,206","$2,744,206","$2,744,206","$2,744,206",$0,$0,Brighton
276,Sung-yong Ki (http://www.capology.com/soccer/player/sung-yong-ki/salary-profile/),"$52,773",DM,30,Reserve,2,"$2,744,206","$2,744,206",$0,$0,$0,$0,$0,Newcastle
277,Tom Cairney (http://www.capology.com/soccer/player/tom-cairney/salary-profile/),"$52,773",CM,28,Starter,5,"$2,744,206","$2,744,206","$2,744,206","$2,744,206","$2,744,206",$0,$0,Fulham
278,Trent Alexander-Arnold (http://www.capology.com/soccer/player/trent-alexander-arnold/salary-profile/),"$52,773",RB,20,Starter,6,"$2,744,206","$2,744,206","$2,744,206","$2,744,206","$2,744,206","$2,744,206",$0,Liverpool
