Rank,Player,Weekly Salary,Pos.,Age,Status,Length (Yrs),2018-19 Salary,2019-20 Salary,2020-21 Salary,2021-22 Salary,2022-23 Salary,2023-24 Salary,2024-25 Salary,Club
139,Robin Olsen (http://www.capology.com/soccer/player/robin-olsen/salary-profile/),"$48,326",GK,29,Starter,5,"$2,512,949","$2,512,949","$2,512,949","$2,512,949","$2,512,949",$0,$0,Roma
140,Rolando Mandragora (http://www.capology.com/soccer/player/rolando-mandragora/salary-profile/),"$48,326",CM,21,Starter,5,"$2,512,949","$2,512,949","$2,512,949","$2,512,949","$2,512,949",$0,$0,Udinese
141,Stefano Sturaro (http://www.capology.com/soccer/player/stefano-sturaro/salary-profile/),"$45,238",CM,26,Reserve,1,"$2,352,355",$0,$0,$0,$0,$0,$0,Genoa
142,Albin Ekdal (http://www.capology.com/soccer/player/albin-ekdal/salary-profile/),"$44,302",CM,29,Starter,3,"$2,303,725","$2,303,725","$2,303,725",$0,$0,$0,$0,Sampdoria
143,Davide Calabria (http://www.capology.com/soccer/player/davide-calabria/salary-profile/),"$44,302",RB,22,Starter,4,"$2,303,725","$2,303,725","$2,303,725","$2,303,725",$0,$0,$0,AC Milan
144,Gastón Ramírez (http://www.capology.com/soccer/player/gaston-ramirez/salary-profile/),"$44,302",AM,28,Reserve,4,"$2,303,725","$2,303,725","$2,303,725","$2,303,725",$0,$0,$0,Sampdoria
145,Germán Pezzella (http://www.capology.com/soccer/player/german-pezzella/salary-profile/),"$44,302",CB,27,Starter,4,"$2,303,725","$2,303,725","$2,303,725","$2,303,725",$0,$0,$0,Fiorentina
146,Gerson (http://www.capology.com/soccer/player/gerson/salary-profile/),"$44,302",CM,21,Starter,1,"$2,303,725",$0,$0,$0,$0,$0,$0,Fiorentina
147,Giovanni Simeone (http://www.capology.com/soccer/player/giovanni-simeone/salary-profile/),"$44,302",CF,23,Reserve,4,"$2,303,725","$2,303,725","$2,303,725","$2,303,725",$0,$0,$0,Fiorentina
148,Kevin Mirallas (http://www.capology.com/soccer/player/kevin-mirallas/salary-profile/),"$44,302",RW,31,Starter,1,"$2,303,725",$0,$0,$0,$0,$0,$0,Fiorentina
149,Lorenzo Tonelli (http://www.capology.com/soccer/player/lorenzo-tonelli/salary-profile/),"$44,302",CB,29,Reserve,1,"$2,303,725",$0,$0,$0,$0,$0,$0,Sampdoria
150,Marco Benassi (http://www.capology.com/soccer/player/marco-benassi/salary-profile/),"$44,302",CM,24,Reserve,4,"$2,303,725","$2,303,725","$2,303,725","$2,303,725",$0,$0,$0,Fiorentina
151,Patrick Cutrone (http://www.capology.com/soccer/player/patrick-cutrone/salary-profile/),"$44,302",CF,21,Reserve,5,"$2,303,725","$2,303,725","$2,303,725","$2,303,725","$2,303,725",$0,$0,AC Milan
152,Piotr Zielinski (http://www.capology.com/soccer/player/piotr-zielinski/salary-profile/),"$44,302",CM,24,Starter,3,"$2,303,725","$2,303,725","$2,303,725",$0,$0,$0,$0,Napoli
153,Riza Durmisi (http://www.capology.com/soccer/player/riza-durmisi/salary-profile/),"$44,302",LB,25,Reserve,5,"$2,303,725","$2,303,725","$2,303,725","$2,303,725","$2,303,725",$0,$0,Lazio
154,Soualiho Meïté (http://www.capology.com/soccer/player/soualiho-meite/salary-profile/),"$44,302",DM,25,Reserve,5,"$2,303,725","$2,303,725","$2,303,725","$2,303,725","$2,303,725",$0,$0,Torino
155,Vitor Hugo (http://www.capology.com/soccer/player/vitor-hugo/salary-profile/),"$44,302",CB,27,Reserve,3,"$2,303,725","$2,303,725","$2,303,725",$0,$0,$0,$0,Fiorentina
156,Martín Cáceres (http://www.capology.com/soccer/player/martin-caceres/salary-profile/),"$44,259",CB,32,Reserve,1,"$2,301,463",$0,$0,$0,$0,$0,$0,Juventus
157,Sandro (http://www.capology.com/soccer/player/sandro/salary-profile/),"$44,259",DM,30,Reserve,1,"$2,301,463",$0,$0,$0,$0,$0,$0,Udinese
158,Ravel Morrison (http://www.capology.com/soccer/player/ravel-morrison/salary-profile/),"$40,562",AM,26,Reserve,1,"$2,109,203",$0,$0,$0,$0,$0,$0,Lazio
159,Alberto Paloschi (http://www.capology.com/soccer/player/alberto-paloschi/salary-profile/),"$40,279",CF,29,Reserve,3,"$2,094,501","$2,094,501","$2,094,501",$0,$0,$0,$0,SPAL
160,Alessandro Matri (http://www.capology.com/soccer/player/alessandro-matri/salary-profile/),"$40,279",CF,34,Reserve,1,"$2,094,501",$0,$0,$0,$0,$0,$0,Sassuolo
161,Alex Meret (http://www.capology.com/soccer/player/alex-meret/salary-profile/),"$40,279",GK,22,Starter,5,"$2,094,501","$2,094,501","$2,094,501","$2,094,501","$2,094,501",$0,$0,Napoli
162,Andrea Consigli (http://www.capology.com/soccer/player/andrea-consigli/salary-profile/),"$40,279",GK,32,Starter,4,"$2,094,501","$2,094,501","$2,094,501","$2,094,501",$0,$0,$0,Sassuolo
163,Antonio Donnarumma (http://www.capology.com/soccer/player/antonio-donnarumma/salary-profile/),"$40,279",GK,28,Reserve,3,"$2,094,501","$2,094,501","$2,094,501",$0,$0,$0,$0,AC Milan
164,Bastos (http://www.capology.com/soccer/player/bastos/salary-profile/),"$40,279",CB,28,Starter,2,"$2,094,501","$2,094,501",$0,$0,$0,$0,$0,Lazio
165,Cengiz Ünder (http://www.capology.com/soccer/player/cengiz-under/salary-profile/),"$40,279",RW,21,Reserve,4,"$2,094,501","$2,094,501","$2,094,501","$2,094,501",$0,$0,$0,Roma
166,Darijo Srna (http://www.capology.com/soccer/player/darijo-srna/salary-profile/),"$40,279",RB,36,Reserve,1,"$2,094,501",$0,$0,$0,$0,$0,$0,Cagliari
167,Domenico Berardi (http://www.capology.com/soccer/player/domenico-berardi/salary-profile/),"$40,279",RW,24,Starter,4,"$2,094,501","$2,094,501","$2,094,501","$2,094,501",$0,$0,$0,Sassuolo
168,Federico Santander (http://www.capology.com/soccer/player/federico-santander/salary-profile/),"$40,279",CF,27,Starter,4,"$2,094,501","$2,094,501","$2,094,501","$2,094,501",$0,$0,$0,Bologna
169,Gervinho (http://www.capology.com/soccer/player/gervinho/salary-profile/),"$40,279",LW,31,Starter,3,"$2,094,501","$2,094,501","$2,094,501",$0,$0,$0,$0,Parma
170,Josip Ilicic (http://www.capology.com/soccer/player/josip-ilicic/salary-profile/),"$40,279",AM,31,Reserve,2,"$2,094,501","$2,094,501",$0,$0,$0,$0,$0,Atalanta
171,Mario Pasalic (http://www.capology.com/soccer/player/mario-pasalic/salary-profile/),"$40,279",CM,24,Starter,1,"$2,094,501",$0,$0,$0,$0,$0,$0,Atalanta
172,Rodrigo Bentancur (http://www.capology.com/soccer/player/rodrigo-bentancur/salary-profile/),"$40,279",CM,21,Reserve,4,"$2,094,501","$2,094,501","$2,094,501","$2,094,501",$0,$0,$0,Juventus
173,Silvio Proto (http://www.capology.com/soccer/player/silvio-proto/salary-profile/),"$40,279",GK,35,Reserve,3,"$2,094,501","$2,094,501","$2,094,501",$0,$0,$0,$0,Lazio
174,Thomas Strakosha (http://www.capology.com/soccer/player/thomas-strakosha/salary-profile/),"$40,279",GK,24,Starter,4,"$2,094,501","$2,094,501","$2,094,501","$2,094,501",$0,$0,$0,Lazio
175,Rômulo (http://www.capology.com/soccer/player/romulo/salary-profile/),"$40,235",CM,31,Reserve,1,"$2,092,239",$0,$0,$0,$0,$0,$0,Lazio
176,Juraj Kucka (http://www.capology.com/soccer/player/juraj-kucka/salary-profile/),"$38,713",CM,32,Starter,4,"$2,013,073","$2,013,073","$2,013,073","$2,013,073",$0,$0,$0,Parma
177,Grégoire Defrel (http://www.capology.com/soccer/player/gregoire-defrel/salary-profile/),"$38,256",CF,27,Starter,1,"$1,989,323",$0,$0,$0,$0,$0,$0,Sampdoria
178,Omar Colley (http://www.capology.com/soccer/player/omar-colley/salary-profile/),"$38,256",CB,26,Starter,4,"$1,989,323","$1,989,323","$1,989,323","$1,989,323",$0,$0,$0,Sampdoria
179,Adam Ounas (http://www.capology.com/soccer/player/adam-ounas/salary-profile/),"$36,255",LW,22,Reserve,4,"$1,885,277","$1,885,277","$1,885,277","$1,885,277",$0,$0,$0,Napoli
180,Antonio Mirante (http://www.capology.com/soccer/player/antonio-mirante/salary-profile/),"$36,255",GK,35,Reserve,3,"$1,885,277","$1,885,277","$1,885,277",$0,$0,$0,$0,Roma
181,Diego Falcinelli (http://www.capology.com/soccer/player/diego-falcinelli/salary-profile/),"$36,255",CF,27,Reserve,4,"$1,885,277","$1,885,277","$1,885,277","$1,885,277",$0,$0,$0,Bologna
182,Jacopo Sala (http://www.capology.com/soccer/player/jacopo-sala/salary-profile/),"$36,255",RB,27,Reserve,2,"$1,885,277","$1,885,277",$0,$0,$0,$0,$0,Sampdoria
183,Jordan Veretout (http://www.capology.com/soccer/player/jordan-veretout/salary-profile/),"$36,255",CM,26,Starter,3,"$1,885,277","$1,885,277","$1,885,277",$0,$0,$0,$0,Fiorentina
184,Lorenzo De Silvestri (http://www.capology.com/soccer/player/lorenzo-de-silvestri/salary-profile/),"$36,255",RB,30,Starter,2,"$1,885,277","$1,885,277",$0,$0,$0,$0,$0,Torino
185,Ragnar Klavan (http://www.capology.com/soccer/player/ragnar-klavan/salary-profile/),"$36,255",CB,33,Reserve,2,"$1,885,277","$1,885,277",$0,$0,$0,$0,$0,Cagliari
186,Riccardo Saponara (http://www.capology.com/soccer/player/riccardo-saponara/salary-profile/),"$36,255",AM,27,Reserve,1,"$1,885,277",$0,$0,$0,$0,$0,$0,Sampdoria
187,Rodrigo Palacio (http://www.capology.com/soccer/player/rodrigo-palacio/salary-profile/),"$36,255",CF,37,Starter,1,"$1,885,277",$0,$0,$0,$0,$0,$0,Bologna
188,Wallace (http://www.capology.com/soccer/player/wallace/salary-profile/),"$36,255",CB,24,Reserve,3,"$1,885,277","$1,885,277","$1,885,277",$0,$0,$0,$0,Lazio
189,Edimilson Fernandes (http://www.capology.com/soccer/player/edimilson-fernandes/salary-profile/),"$34,233",CM,22,Starter,1,"$1,780,100",$0,$0,$0,$0,$0,$0,Fiorentina
190,Godfred Donsah (http://www.capology.com/soccer/player/godfred-donsah/salary-profile/),"$34,233",CM,22,Reserve,4,"$1,780,100","$1,780,100","$1,780,100","$1,780,100",$0,$0,$0,Bologna
191,Lukasz Skorupski (http://www.capology.com/soccer/player/lukasz-skorupski/salary-profile/),"$34,233",GK,27,Starter,5,"$1,780,100","$1,780,100","$1,780,100","$1,780,100","$1,780,100",$0,$0,Bologna
192,Adam Marusic (http://www.capology.com/soccer/player/adam-marusic/salary-profile/),"$32,210",RB,26,Starter,4,"$1,674,922","$1,674,922","$1,674,922","$1,674,922",$0,$0,$0,Lazio
193,Alberto Grassi (http://www.capology.com/soccer/player/alberto-grassi/salary-profile/),"$32,210",CM,24,Reserve,1,"$1,674,922",$0,$0,$0,$0,$0,$0,Parma
194,Andrea Poli (http://www.capology.com/soccer/player/andrea-poli/salary-profile/),"$32,210",CM,29,Starter,3,"$1,674,922","$1,674,922","$1,674,922",$0,$0,$0,$0,Bologna
195,Danilo Larangeira (http://www.capology.com/soccer/player/danilo-larangeira/salary-profile/),"$32,210",CB,34,Starter,1,"$1,674,922",$0,$0,$0,$0,$0,$0,Bologna
196,Dusan Basta (http://www.capology.com/soccer/player/dusan-basta/salary-profile/),"$32,210",RB,34,Reserve,1,"$1,674,922",$0,$0,$0,$0,$0,$0,Lazio
197,Giancarlo González (http://www.capology.com/soccer/player/giancarlo-gonzalez/salary-profile/),"$32,210",CB,31,Reserve,2,"$1,674,922","$1,674,922",$0,$0,$0,$0,$0,Bologna
198,Jakub Jankto (http://www.capology.com/soccer/player/jakub-jankto/salary-profile/),"$32,210",CM,23,Starter,5,"$1,674,922","$1,674,922","$1,674,922","$1,674,922","$1,674,922",$0,$0,Sampdoria
199,Jordan Lukaku (http://www.capology.com/soccer/player/jordan-lukaku/salary-profile/),"$32,210",LB,24,Reserve,1,"$1,674,922",$0,$0,$0,$0,$0,$0,Lazio
200,Kévin Malcuit (http://www.capology.com/soccer/player/kevin-malcuit/salary-profile/),"$32,210",RB,27,Reserve,4,"$1,674,922","$1,674,922","$1,674,922","$1,674,922",$0,$0,$0,Napoli
201,Patric (http://www.capology.com/soccer/player/patric/salary-profile/),"$32,210",RB,25,Reserve,4,"$1,674,922","$1,674,922","$1,674,922","$1,674,922",$0,$0,$0,Lazio
202,Rafael Tolói (http://www.capology.com/soccer/player/rafael-toloi/salary-profile/),"$32,210",CB,28,Starter,2,"$1,674,922","$1,674,922",$0,$0,$0,$0,$0,Atalanta
203,Valon Behrami (http://www.capology.com/soccer/player/valon-behrami/salary-profile/),"$32,210",DM,33,Starter,1,"$1,674,922",$0,$0,$0,$0,$0,$0,Udinese
204,Sebastien De Maio (http://www.capology.com/soccer/player/sebastien-de-maio/salary-profile/),"$32,188",CB,32,Starter,1,"$1,673,791",$0,$0,$0,$0,$0,$0,Udinese
205,Gianluca Caprari (http://www.capology.com/soccer/player/gianluca-caprari/salary-profile/),"$30,209",SS,25,Reserve,4,"$1,570,876","$1,570,876","$1,570,876","$1,570,876",$0,$0,$0,Sampdoria
206,Ibrahima Mbaye (http://www.capology.com/soccer/player/ibrahima-mbaye/salary-profile/),"$30,209",RB,24,Starter,5,"$1,570,876","$1,570,876","$1,570,876","$1,570,876","$1,570,876",$0,$0,Bologna
207,Ronaldo Vieira (http://www.capology.com/soccer/player/ronaldo-vieira/salary-profile/),"$30,209",CM,20,Reserve,5,"$1,570,876","$1,570,876","$1,570,876","$1,570,876","$1,570,876",$0,$0,Sampdoria
208,Valter Birsa (http://www.capology.com/soccer/player/valter-birsa/salary-profile/),"$29,905",AM,32,Starter,3,"$1,555,043","$1,555,043","$1,555,043",$0,$0,$0,$0,Cagliari
209,Alfred Duncan (http://www.capology.com/soccer/player/alfred-duncan/salary-profile/),"$28,187",CM,26,Starter,2,"$1,465,698","$1,465,698",$0,$0,$0,$0,$0,Sassuolo
210,Amadou Diawara (http://www.capology.com/soccer/player/amadou-diawara/salary-profile/),"$28,187",DM,21,Reserve,3,"$1,465,698","$1,465,698","$1,465,698",$0,$0,$0,$0,Napoli
211,Andrea Favilli (http://www.capology.com/soccer/player/andrea-favilli/salary-profile/),"$28,187",CF,21,Reserve,1,"$1,465,698",$0,$0,$0,$0,$0,$0,Genoa
212,Bruno Alves (http://www.capology.com/soccer/player/bruno-alves/salary-profile/),"$28,187",CB,37,Starter,2,"$1,465,698","$1,465,698",$0,$0,$0,$0,$0,Parma
213,Danilo Cataldi (http://www.capology.com/soccer/player/danilo-cataldi/salary-profile/),"$28,187",CM,24,Reserve,2,"$1,465,698","$1,465,698",$0,$0,$0,$0,$0,Lazio
214,Emanuele Giaccherini (http://www.capology.com/soccer/player/emanuele-giaccherini/salary-profile/),"$28,187",LM,33,Starter,3,"$1,465,698","$1,465,698","$1,465,698",$0,$0,$0,$0,Chievo Verona
215,Etrit Berisha (http://www.capology.com/soccer/player/etrit-berisha/salary-profile/),"$28,187",GK,30,Reserve,3,"$1,465,698","$1,465,698","$1,465,698",$0,$0,$0,$0,Atalanta
216,Federico Marchetti (http://www.capology.com/soccer/player/federico-marchetti/salary-profile/),"$28,187",GK,36,Reserve,2,"$1,465,698","$1,465,698",$0,$0,$0,$0,$0,Genoa
217,Federico Peluso (http://www.capology.com/soccer/player/federico-peluso/salary-profile/),"$28,187",LB,35,Starter,3,"$1,465,698","$1,465,698","$1,465,698",$0,$0,$0,$0,Sassuolo
218,Filip Djordjevic (http://www.capology.com/soccer/player/filip-djordjevic/salary-profile/),"$28,187",CF,31,Reserve,3,"$1,465,698","$1,465,698","$1,465,698",$0,$0,$0,$0,Chievo Verona
219,Filip Djuricic (http://www.capology.com/soccer/player/filip-djuricic/salary-profile/),"$28,187",AM,27,Starter,4,"$1,465,698","$1,465,698","$1,465,698","$1,465,698",$0,$0,$0,Sassuolo
220,Khouma Babacar (http://www.capology.com/soccer/player/khouma-babacar/salary-profile/),"$28,187",CF,26,Starter,4,"$1,465,698","$1,465,698","$1,465,698","$1,465,698",$0,$0,$0,Sassuolo
221,Lucas Castro (http://www.capology.com/soccer/player/lucas-castro/salary-profile/),"$28,187",CM,30,Reserve,3,"$1,465,698","$1,465,698","$1,465,698",$0,$0,$0,$0,Cagliari
222,Luiz Felipe (http://www.capology.com/soccer/player/luiz-felipe/salary-profile/),"$28,187",CB,22,Reserve,4,"$1,465,698","$1,465,698","$1,465,698","$1,465,698",$0,$0,$0,Lazio
223,Manuel Locatelli (http://www.capology.com/soccer/player/manuel-locatelli/salary-profile/),"$28,187",DM,21,Starter,5,"$1,465,698","$1,465,698","$1,465,698","$1,465,698","$1,465,698",$0,$0,Sassuolo
224,Marten de Roon (http://www.capology.com/soccer/player/marten-de-roon/salary-profile/),"$28,187",CM,28,Starter,3,"$1,465,698","$1,465,698","$1,465,698",$0,$0,$0,$0,Atalanta
225,Mirko Valdifiori (http://www.capology.com/soccer/player/mirko-valdifiori/salary-profile/),"$28,187",DM,32,Reserve,2,"$1,465,698","$1,465,698",$0,$0,$0,$0,$0,SPAL
226,Nenad Tomović (http://www.capology.com/soccer/player/nenad-tomovic/salary-profile/),"$28,187",CB,31,Reserve,3,"$1,465,698","$1,465,698","$1,465,698",$0,$0,$0,$0,Chievo Verona
227,Nicolò Barella (http://www.capology.com/soccer/player/nicolo-barella/salary-profile/),"$28,187",CM,22,Starter,4,"$1,465,698","$1,465,698","$1,465,698","$1,465,698",$0,$0,$0,Cagliari
228,Nicolò Zaniolo (http://www.capology.com/soccer/player/nicolo-zaniolo/salary-profile/),"$28,187",AM,19,Starter,5,"$1,465,698","$1,465,698","$1,465,698","$1,465,698","$1,465,698",$0,$0,Roma
229,Simone Missiroli (http://www.capology.com/soccer/player/simone-missiroli/salary-profile/),"$28,187",CM,32,Starter,3,"$1,465,698","$1,465,698","$1,465,698",$0,$0,$0,$0,SPAL
230,Simone Padoin (http://www.capology.com/soccer/player/simone-padoin/salary-profile/),"$28,187",CM,35,Starter,1,"$1,465,698",$0,$0,$0,$0,$0,$0,Cagliari
231,Álex Berenguer (http://www.capology.com/soccer/player/alex-berenguer/salary-profile/),"$28,187",LW,23,Reserve,4,"$1,465,698","$1,465,698","$1,465,698","$1,465,698",$0,$0,$0,Torino
232,Alessandro Murgia (http://www.capology.com/soccer/player/alessandro-murgia/salary-profile/),"$28,165",CM,22,Reserve,1,"$1,464,567",$0,$0,$0,$0,$0,$0,SPAL
233,Cyril Théréau (http://www.capology.com/soccer/player/cyril-thereau/salary-profile/),"$28,056",SS,35,Reserve,1,"$1,458,913",$0,$0,$0,$0,$0,$0,Cagliari
234,Nicola Sansone (http://www.capology.com/soccer/player/nicola-sansone/salary-profile/),"$26,751",LW,27,Reserve,1,"$1,391,056",$0,$0,$0,$0,$0,$0,Bologna
235,Nicola Murru (http://www.capology.com/soccer/player/nicola-murru/salary-profile/),"$26,186",LB,24,Starter,4,"$1,361,652","$1,361,652","$1,361,652","$1,361,652",$0,$0,$0,Sampdoria
236,Édgar Barreto (http://www.capology.com/soccer/player/edgar-barreto/salary-profile/),"$26,186",CM,34,Reserve,1,"$1,361,652",$0,$0,$0,$0,$0,$0,Sampdoria
237,Marvin Zeegelaar (http://www.capology.com/soccer/player/marvin-zeegelaar/salary-profile/),"$25,229",LB,28,Reserve,1,"$1,311,890",$0,$0,$0,$0,$0,$0,Udinese
238,Emiliano Viviano (http://www.capology.com/soccer/player/emiliano-viviano/salary-profile/),"$24,685",GK,33,Starter,1,"$1,283,617",$0,$0,$0,$0,$0,$0,SPAL
239,Alban Lafont (http://www.capology.com/soccer/player/alban-lafont/salary-profile/),"$24,163",GK,20,Starter,5,"$1,256,474","$1,256,474","$1,256,474","$1,256,474","$1,256,474",$0,$0,Fiorentina
240,Alessio Cragno (http://www.capology.com/soccer/player/alessio-cragno/salary-profile/),"$24,163",GK,24,Reserve,4,"$1,256,474","$1,256,474","$1,256,474","$1,256,474",$0,$0,$0,Cagliari
241,Andrei Radu (http://www.capology.com/soccer/player/andrei-radu/salary-profile/),"$24,163",GK,21,Starter,5,"$1,256,474","$1,256,474","$1,256,474","$1,256,474","$1,256,474",$0,$0,Genoa
242,Artur Ionita (http://www.capology.com/soccer/player/artur-ionita/salary-profile/),"$24,163",CM,28,Starter,3,"$1,256,474","$1,256,474","$1,256,474",$0,$0,$0,$0,Cagliari
243,Cristiano Biraghi (http://www.capology.com/soccer/player/cristiano-biraghi/salary-profile/),"$24,163",LB,26,Starter,3,"$1,256,474","$1,256,474","$1,256,474",$0,$0,$0,$0,Fiorentina
244,Ervin Zukanovic (http://www.capology.com/soccer/player/ervin-zukanovic/salary-profile/),"$24,163",CB,32,Starter,3,"$1,256,474","$1,256,474","$1,256,474",$0,$0,$0,$0,Genoa
245,Federico Di Francesco (http://www.capology.com/soccer/player/federico-di-francesco/salary-profile/),"$24,163",LW,24,Reserve,5,"$1,256,474","$1,256,474","$1,256,474","$1,256,474","$1,256,474",$0,$0,Sassuolo
246,Filip Bradaric (http://www.capology.com/soccer/player/filip-bradaric/salary-profile/),"$24,163",DM,27,Reserve,5,"$1,256,474","$1,256,474","$1,256,474","$1,256,474","$1,256,474",$0,$0,Cagliari
247,Francesco Caputo (http://www.capology.com/soccer/player/francesco-caputo/salary-profile/),"$24,163",CF,31,Starter,3,"$1,256,474","$1,256,474","$1,256,474",$0,$0,$0,$0,Empoli
248,Francesco Magnanelli (http://www.capology.com/soccer/player/francesco-magnanelli/salary-profile/),"$24,163",DM,34,Reserve,1,"$1,256,474",$0,$0,$0,$0,$0,$0,Sassuolo
249,Gian Marco Ferrari (http://www.capology.com/soccer/player/gian-marco-ferrari/salary-profile/),"$24,163",CB,26,Reserve,3,"$1,256,474","$1,256,474","$1,256,474",$0,$0,$0,$0,Sassuolo
250,Jasmin Kurtic (http://www.capology.com/soccer/player/jasmin-kurtic/salary-profile/),"$24,163",CM,30,Starter,4,"$1,256,474","$1,256,474","$1,256,474","$1,256,474",$0,$0,$0,SPAL
251,Jonathan Biabiany (http://www.capology.com/soccer/player/jonathan-biabiany/salary-profile/),"$24,163",RW,30,Starter,1,"$1,256,474",$0,$0,$0,$0,$0,$0,Parma
252,João Pedro (http://www.capology.com/soccer/player/joao-pedro/salary-profile/),"$24,163",AM,27,Reserve,3,"$1,256,474","$1,256,474","$1,256,474",$0,$0,$0,$0,Cagliari
253,Koffi Djidji (http://www.capology.com/soccer/player/koffi-djidji/salary-profile/),"$24,163",CB,26,Reserve,1,"$1,256,474",$0,$0,$0,$0,$0,$0,Torino
254,Luca Antonelli (http://www.capology.com/soccer/player/luca-antonelli/salary-profile/),"$24,163",LB,32,Reserve,3,"$1,256,474","$1,256,474","$1,256,474",$0,$0,$0,$0,Empoli
255,Luca Ceppitelli (http://www.capology.com/soccer/player/luca-ceppitelli/salary-profile/),"$24,163",CB,29,Starter,2,"$1,256,474","$1,256,474",$0,$0,$0,$0,$0,Cagliari
256,Luca Cigarini (http://www.capology.com/soccer/player/luca-cigarini/salary-profile/),"$24,163",DM,32,Starter,1,"$1,256,474",$0,$0,$0,$0,$0,$0,Cagliari
257,Luca Rossettini (http://www.capology.com/soccer/player/luca-rossettini/salary-profile/),"$24,163",CB,33,Starter,1,"$1,256,474",$0,$0,$0,$0,$0,$0,Chievo Verona
258,Marco Sportiello (http://www.capology.com/soccer/player/marco-sportiello/salary-profile/),"$24,163",GK,26,Starter,1,"$1,256,474",$0,$0,$0,$0,$0,$0,Frosinone
259,Marlon (http://www.capology.com/soccer/player/marlon/salary-profile/),"$24,163",CB,23,Reserve,2,"$1,256,474","$1,256,474",$0,$0,$0,$0,$0,Sassuolo
260,Matías Silvestre (http://www.capology.com/soccer/player/matias-silvestre/salary-profile/),"$24,163",CB,34,Starter,1,"$1,256,474",$0,$0,$0,$0,$0,$0,Empoli
261,Mehdi Bourabia (http://www.capology.com/soccer/player/mehdi-bourabia/salary-profile/),"$24,163",CM,27,Reserve,4,"$1,256,474","$1,256,474","$1,256,474","$1,256,474",$0,$0,$0,Sassuolo
262,Nikola Milenkovic (http://www.capology.com/soccer/player/nikola-milenkovic/salary-profile/),"$24,163",CB,21,Starter,4,"$1,256,474","$1,256,474","$1,256,474","$1,256,474",$0,$0,$0,Fiorentina
263,Oscar Hiljemark (http://www.capology.com/soccer/player/oscar-hiljemark/salary-profile/),"$24,163",CM,26,Reserve,2,"$1,256,474","$1,256,474",$0,$0,$0,$0,$0,Genoa
264,Perparim Hetemaj (http://www.capology.com/soccer/player/perparim-hetemaj/salary-profile/),"$24,163",CM,32,Starter,2,"$1,256,474","$1,256,474",$0,$0,$0,$0,$0,Chievo Verona
265,Riccardo Orsolini (http://www.capology.com/soccer/player/riccardo-orsolini/salary-profile/),"$24,163",RW,22,Starter,1,"$1,256,474",$0,$0,$0,$0,$0,$0,Bologna
266,Ivan Radovanovic (http://www.capology.com/soccer/player/ivan-radovanovic/salary-profile/),"$24,141",DM,30,Starter,3,"$1,255,343","$1,255,343","$1,255,343",$0,$0,$0,$0,Genoa
267,Marco Sau (http://www.capology.com/soccer/player/marco-sau/salary-profile/),"$24,141",CF,31,Reserve,2,"$1,255,343","$1,255,343",$0,$0,$0,$0,$0,Sampdoria
268,Luca Siligardi (http://www.capology.com/soccer/player/luca-siligardi/salary-profile/),"$23,771",RW,31,Reserve,2,"$1,236,117","$1,236,117",$0,$0,$0,$0,$0,Parma
269,Marco Andreolli (http://www.capology.com/soccer/player/marco-andreolli/salary-profile/),"$23,380",CB,32,Reserve,1,"$1,215,761",$0,$0,$0,$0,$0,$0,Chievo Verona
270,Miguel Veloso (http://www.capology.com/soccer/player/miguel-veloso/salary-profile/),"$23,054",DM,32,Reserve,3,"$1,198,796","$1,198,796","$1,198,796",$0,$0,$0,$0,Genoa
271,Emil Audero (http://www.capology.com/soccer/player/emil-audero/salary-profile/),"$22,162",GK,22,Starter,1,"$1,152,428",$0,$0,$0,$0,$0,$0,Sampdoria
272,Emmanuel Badu (http://www.capology.com/soccer/player/emmanuel-badu/salary-profile/),"$22,162",CM,28,Reserve,2,"$1,152,428","$1,152,428",$0,$0,$0,$0,$0,Udinese
273,Fabio Ceravolo (http://www.capology.com/soccer/player/fabio-ceravolo/salary-profile/),"$22,162",CF,32,Reserve,2,"$1,152,428","$1,152,428",$0,$0,$0,$0,$0,Parma
274,Federico Mattiello (http://www.capology.com/soccer/player/federico-mattiello/salary-profile/),"$22,162",RB,23,Reserve,1,"$1,152,428",$0,$0,$0,$0,$0,$0,Bologna
275,Ladislav Krejci (http://www.capology.com/soccer/player/ladislav-krejci/salary-profile/),"$22,162",LW,26,Reserve,2,"$1,152,428","$1,152,428",$0,$0,$0,$0,$0,Bologna
276,Moise Kean (http://www.capology.com/soccer/player/moise-kean/salary-profile/),"$22,162",CF,19,Reserve,2,"$1,152,428","$1,152,428",$0,$0,$0,$0,$0,Juventus
277,Riccardo Meggiorini (http://www.capology.com/soccer/player/riccardo-meggiorini/salary-profile/),"$22,162",SS,33,Reserve,2,"$1,152,428","$1,152,428",$0,$0,$0,$0,$0,Chievo Verona
278,Stefano Sorrentino (http://www.capology.com/soccer/player/stefano-sorrentino/salary-profile/),"$22,162",GK,40,Starter,1,"$1,152,428",$0,$0,$0,$0,$0,$0,Chievo Verona
279,Stefano Okaka (http://www.capology.com/soccer/player/stefano-okaka/salary-profile/),"$22,075",CF,29,Reserve,1,"$1,147,904",$0,$0,$0,$0,$0,$0,Udinese
280,Antonio Sanabria (http://www.capology.com/soccer/player/antonio-sanabria/salary-profile/),"$20,444",CF,23,Starter,2,"$1,063,084","$1,063,084",$0,$0,$0,$0,$0,Genoa
